run,bottleneck,future_throughput,speed,speed_mean,load_mean,load_std,temperature_mean,temperature_trend,queue,queue_growth,occupancy,throughput,arrival_estimate,completion_estimate,blocked_recent,missing_fraction
0,0,12,0.6949252833762024,0.6768564343217307,14.436583845564009,10.741532669971008,31.609564290121103,0.4389476400075721,0,0.0,25.0,0.0,12.413793103448276,0.0,7.400000000000004,0.03333333333333333
0,0,13,0.6965095173816982,0.6953832844294637,18.190866663509304,9.434671608053737,33.62172937547713,0.42904379120705605,1,0.034482758620689655,25.0,0.0,12.413793103448276,0.0,7.400000000000004,0.0
0,0,13,0.687976577947819,0.6946370083934899,22.068890001321513,6.210039015349345,35.699266550564786,0.4061353291478548,1,0.034482758620689655,25.0,1.5,12.413793103448276,2.0689655172413794,7.400000000000004,0.0
0,0,15,0.6887070208005152,0.6932102821773989,25.985964326242883,4.44182731506746,37.69107364434795,0.3822323416297593,2,0.06896551724137931,29.166666666666668,1.3333333333333333,8.275862068965518,2.0689655172413794,8.600000000000001,0.0
0,0,13,0.6927621653790678,0.6931947093201689,28.59610581951695,5.019620345750505,39.542633081973385,0.3531944519171681,1,0.0,29.166666666666668,3.6,10.344827586206897,6.206896551724138,4.999999999999998,0.0
0,0,14,0.691995262323781,0.6923520085657294,31.392839546786103,6.649960412213181,41.28307664378624,0.33669509846512335,1,0.0,33.33333333333333,4.363636363636363,12.413793103448276,8.275862068965518,1.9999999999999947,0.0
0,0,14,0.6864113620402942,0.6912597221946697,34.30353214599502,7.397856192883837,42.946561977946295,0.32712968093001416,2,0.06896551724137931,37.5,5.0,16.551724137931036,10.344827586206897,2.799999999999992,0.0
0,0,14,0.6914153623059892,0.690699156433897,38.262914995623674,8.02919896281369,44.56478116312891,0.3202436658691864,1,0.0,41.66666666666667,6.0,20.689655172413794,12.413793103448276,3.9999999999999876,0.0
0,0,15,0.6918158655933163,0.6901468852527962,42.452023903671055,6.577114791419854,46.138638584485385,0.2970884302659712,1,0.034482758620689655,41.66666666666667,6.0,16.551724137931036,10.344827586206897,6.599999999999978,0.0
0,0,15,0.6928089057731276,0.6910665551787536,44.48436398093203,5.640260014856051,47.56921728457412,0.27502704619014084,1,0.0,37.5,7.0,14.482758620689655,10.344827586206897,4.799999999999983,0.0
0,0,14,0.6835336781340823,0.6910833370668461,45.263141492994485,4.63157309024496,48.868930815045545,0.2503856294308537,1,0.0,33.33333333333333,9.0,12.413793103448276,12.413793103448276,4.799999999999983,0.0
0,0,14,0.6907449078285194,0.6910972125529241,45.02084687846004,4.902858327132848,50.075787324728665,0.22648581782041421,2,0.0,33.33333333333333,10.0,12.413793103448276,12.413793103448276,4.199999999999985,0.0
0,0,13,0.6963372213475162,0.6915783573276929,44.34893239305777,5.643703279971529,51.11646504269566,0.2116867293017684,0,0.0,29.166666666666668,12.0,10.344827586206897,12.413793103448276,3.7999999999999865,0.03333333333333333
0,0,12,0.6961527214646628,0.6919552425744836,41.73974845252009,6.281923613014711,52.186479788982766,0.19504752156426314,1,0.0,33.33333333333333,13.0,10.344827586206897,14.482758620689655,1.7999999999999936,0.03333333333333333
0,0,12,,0.6926284598120217,38.44000229313697,6.077416614179834,53.07329530845566,0.18027466182903068,1,-0.034482758620689655,29.166666666666668,13.0,10.344827586206897,16.551724137931036,0.0,0.06666666666666667
0,0,10,0.69225315465824,0.6930127326685105,35.02961976597924,5.852394719531119,54.02964742892232,0.17550667498509617,1,0.0,29.166666666666668,15.0,14.482758620689655,18.620689655172413,0.0,0.06666666666666667
0,0,11,0.6968518599836865,0.6934696272387094,32.67034216625067,5.776535224500701,54.88766654609724,0.17071120826823225,1,0.0,29.166666666666668,13.0,12.413793103448276,14.482758620689655,1.399999999999995,0.1
0,0,9,0.6955311694513444,0.6943224976285662,29.392008933374495,5.641924741845154,55.76651242260973,0.14882797593904376,0,-0.034482758620689655,25.0,14.0,10.344827586206897,16.551724137931036,1.399999999999995,0.1
0,0,8,0.6970247455445825,0.6947418972898883,26.525537821312703,5.206426072956282,56.47509659467801,0.13594019956238462,0,-0.034482758620689655,25.0,14.0,10.344827586206897,14.482758620689655,1.399999999999995,0.06666666666666667
0,0,7,0.6948728927575537,0.6949732103606286,23.9281828297475,4.2254623351427485,57.187159180693165,0.1264113936978663,1,0.0,25.0,14.0,10.344827586206897,14.482758620689655,1.399999999999995,0.06666666666666667
0,0,7,0.7001700394864372,0.6949941184674123,22.501276853335817,3.575848357227303,57.81332489751039,0.12907663489486706,0,0.0,20.833333333333336,15.0,10.344827586206897,12.413793103448276,1.399999999999995,0.03333333333333333
0,0,7,0.6915126257275733,0.6952237114526401,21.08719616117019,2.9457361414442818,58.43979865065687,0.11427170425133118,0,0.0,16.666666666666664,15.0,6.206896551724138,12.413793103448276,1.399999999999995,0.03333333333333333
0,1,8,0.6957774628356027,0.6957017081650594,20.102079129968857,2.141241380063007,58.936591954944625,0.10725175006247437,0,-0.06896551724137931,16.666666666666664,14.0,8.275862068965518,14.482758620689655,0.0,0.0
0,1,8,0.6974234124742308,0.6959978128071688,19.37619700605609,1.7920631717086362,59.39479367404939,0.10519609763638163,0,-0.06896551724137931,12.5,14.0,4.137931034482759,12.413793103448276,0.0,0.06666666666666667
0,1,9,0.7002923031409948,0.696541063960318,18.017892184223143,3.2119382549064346,59.908402095006046,0.08827762734201113,0,-0.034482758620689655,8.333333333333332,13.0,4.137931034482759,12.413793103448276,0.0,0.06666666666666667
0,1,10,0.6991075567228434,0.6971494908409083,16.495661147304393,4.023377476608396,60.38052630340336,0.07769447692345294,1,-0.034482758620689655,8.333333333333332,12.0,2.0689655172413794,10.344827586206897,0.0,0.06666666666666667
0,1,10,,0.6971959861343274,14.766729712427491,4.591254112745181,60.75742791559919,0.07346731578611614,0,0.0,12.5,12.0,6.206896551724138,10.344827586206897,0.0,0.1
0,0,12,0.6927236302397203,0.6968824279451731,14.445091306299203,4.748229550661584,61.22447414075299,0.08312143314353805,0,-0.034482758620689655,25.0,10.0,12.413793103448276,8.275862068965518,1.1999999999999957,0.1
0,0,12,0.68643856405004,0.6949115485863018,17.515770328766948,10.002805180345034,61.75026574876438,0.09619578241133332,1,0.034482758620689655,33.33333333333333,11.0,16.551724137931036,8.275862068965518,3.599999999999987,0.1
0,0,14,0.6889843703239832,0.6934179136862436,20.760228752290246,12.006195681752585,62.226932299961696,0.11314630058871626,1,0.0,33.33333333333333,9.0,16.551724137931036,6.206896551724138,7.799999999999972,0.03333333333333333
